Gene_name,Poor_M9_ATC5.rep1,Poor_M9_ATC5.rep2,Rich_LB_ATC12.rep1,Rich_LB_ATC12.rep2,Rich_M9_ATC5_1.rep1,Rich_M9_ATC5_1.rep2,Rich_M9_ATC5_2.rep1,Rich_M9_ATC5_2.rep2,Rich_M9_ATC5_CAM1.2.rep1,Rich_M9_ATC5_CAM1.2.rep2,Rich_M9_ATC5_NOX.rep1,Rich_M9_ATC5_NOX.rep2,Rich_M9_ATC5_PH5.rep1,Rich_M9_ATC5_PH5.rep2,Rich_M9_ATC5_TMP.rep1,Rich_M9_ATC5_TMP.rep2,Rich_M9_No_ATC_1.rep1,Rich_M9_No_ATC_1.rep2,Rich_M9_No_ATC_2.rep1,Rich_M9_No_ATC_2.rep2
yifB,2.392,2.202,2.362,2.152,1.568,1.196,1.3,1.644,1.427,2.063,1.924,1.843,1.742,3.073,1.425,2.068,1.66,0.822,1.454,2.396
ilvL,86.182,90.203,119.818,67.647,30.362,23.984,32.05,21.312,21.383,34.427,71.125,82.721,64.667,71.061,43.772,33.756,26.244,31.128,61.31,19.389
ilvM,14.364,12.181,7.59,5.436,4.799,3.54,0.394,2.861,6.916,7.685,7.607,8.328,7.048,9.322,6.397,6.95,5.427,2.115,6.233,8.257
ilvE,96.454,80.99,23.801,24.175,31.733,19.257,27.015,33.778,48.201,43.658,39.083,40.04,42.321,27.719,38.168,43.015,23.864,21.707,41.248,55.622
ilvD,41.72,39.342,12.356,10.569,21.406,11.354,10.819,12.018,24.132,20.181,19.543,18.974,24.552,13.282,21.346,23.152,16.476,9.893,24.12,28.632
ilvA,38.574,37.157,11.703,9.81,22.559,9.809,9.427,10.436,23.122,19.766,17.235,18.321,23.821,12.228,18.52,18.576,17.54,9.077,25.038,23.184
ilvY,9.572,11.535,14.943,13.067,15.672,11.415,11.753,10.955,14.208,14.1,13.146,13.279,11.077,13.458,12.332,14.512,11.951,13.339,17.139,14.338
ilvC,1144.82,891.248,23.22,21.697,6.665,8.112,10.149,11.965,6.849,7.001,9.239,8.788,22.478,23.916,9.412,8.834,6.58,7.383,10.71,11.329
ppiC,110.119,109.703,263.326,171.238,129.142,152.631,179.842,201.361,234.216,195.87,193.601,194.511,178.039,181.239,225.53,233.524,177.034,265.595,184.052,117.444
yifN,7.418,7.695,16.21,18.616,25.229,19.127,20.505,27.846,11.316,14.579,21.094,26.808,18.824,14.616,17.741,19.264,22.497,17.805,17.664,16.955
rep,23.24,25.158,43.993,41.189,40.641,35.203,29.609,30.479,48.186,46.795,40.146,42.132,48.694,45.39,44.47,44.041,38.764,32.778,43.306,45.792
gpp,135.718,138.346,136.243,141.702,212.352,151.42,133.525,138.254,170.212,171.952,198.85,191.016,199.501,160.769,201.48,191.107,200.73,138.286,194.376,222.763
rhlB,239.096,232.942,239.717,243.415,296.376,254.868,245.946,228.585,253.416,263.916,338.18,326.212,307.299,268.654,346.723,336.843,277.227,233.716,310.805,348.723
trxA,1098.785,1336.448,2001.07,1362.293,1092.138,1116.003,1155.541,1207.344,1104.345,1195.595,1665.53,1851.388,1712.174,1792.083,2072.867,2047.391,1112.991,1069.446,1749.057,1356.755
rhoL,488.572,416.382,911.154,841.448,1063.085,633.96,618.581,672.895,704.095,709.921,996.363,909.299,1067.931,634.871,902.175,863.723,1576.415,1094.87,654.048,669.812
rho,646.868,593.734,762.773,804.199,1125.553,796.952,818.92,763.173,911.425,917.735,866.183,867.986,1100.492,887.237,871.897,896.797,1091.951,736.441,792.103,957.421
rfe,93.482,84.572,159.666,150.536,162.08,139.681,158.286,142.908,135.833,137.11,167.941,171.756,173.625,165.094,171.988,160.936,154.841,133.823,166.844,182.118
wzzE,81.882,79.657,134.15,133.146,123.521,108.637,113.248,112.475,121.872,123.622,132.351,137.851,137.926,128.425,121.367,127.61,119.044,101.289,154.67,148.903
wecB,52.92,55.717,95.044,93.717,102.728,83.617,80.967,79.225,87.879,84.067,109.061,105.186,104.649,106.49,98.577,99.042,104.599,76.095,116.683,117.852
wecC,53.475,58.563,95.049,88.607,134.614,102.617,96.969,99.055,103.124,101.431,133.175,130.812,119.781,113.448,107.751,106.953,133.617,84.002,137.937,139.048
rffG,40.928,44.271,80.27,74.752,118.324,88.668,84.721,81.411,83.102,80.136,104.746,105.524,89.237,90.799,90.817,82.122,122.069,81.483,100.202,97.022
rffH,41.831,45.11,87.692,82.581,135.813,95.682,89.288,85.23,78.426,80.536,111.768,109.768,98.294,94.784,91.003,92.011,136.991,89.678,93.99,95.794
rffC,23.344,29.255,53.846,64.602,103.305,71.737,58.605,59.311,59.588,56.023,68.651,69.171,66.999,64.375,62.689,56.983,97.343,60.575,53.074,62.417
wecE,29.722,38.774,49.569,45.078,71.868,60.167,63.721,61.307,49.414,51.708,69.755,69.201,70.324,54.333,63.445,67.728,77.182,57.456,58.294,65.384
wzxE,23.471,26.174,41.665,40.593,75.221,41.332,43.846,39.561,34.69,35.309,49.785,49.822,52.209,40.597,41.873,42.767,68.245,43.591,41.23,40.856
wzyE,15.415,15.95,22.148,18.906,39.2,24.102,21.702,23.064,18.287,18.793,30.731,29.167,25.593,24.399,26.094,27.266,38.729,23.915,22.949,22.026
rffM,37.032,36.656,42.18,45.869,55.919,43.326,43.101,36.734,39.889,42.418,56.881,54.628,51.753,51.059,52.633,54.074,54.921,46.681,38.299,38.285
yifK,47.251,43.836,52.381,43.051,67.571,41.589,34.602,34.655,75.491,68.776,36.493,29.979,61.208,48.713,56.278,55.834,61.037,44.501,37.292,48.449
argX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hisR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leuT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
proM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aslB,4.851,4.258,3.168,3.096,10.934,2.616,1.347,1.264,2.954,2.801,2.006,3.157,2.194,3.741,3.609,1.909,11.591,2.168,1.964,1.527
aslA,3.063,3.37,2.949,2.585,2.1,2.532,2.262,2.202,2.237,2.123,3.234,3.85,2.628,2.492,2.578,3.482,2.229,2.67,3.844,3.065
hemY,118.027,130.801,87.956,75.047,122.757,99.455,96.818,101.992,101.647,108.492,117.464,114.057,89.711,85.998,132.592,131.709,127.576,90.2,165.78,182.265
hemX,106.974,109.908,64.675,72.335,92.726,87.125,83.657,83.101,85.677,83.529,101.293,103.089,82.471,77.205,115.458,123.734,90.533,74.757,130.478,157.687
hemD,62.792,63.736,56.945,59.086,79.89,54.712,64.897,61.551,72.494,68.92,80.27,79.142,76.395,59.513,89.183,83.168,71.207,56.144,88.757,104.714
hemC,110.402,125.496,123.967,107.095,111.92,108.411,129.349,136.902,130.821,122.011,148.104,144.932,132.543,117.696,170.683,177.414,115.145,99.114,185.141,178.417
cyaA,146.186,161.218,100.704,81.708,188.708,185.592,197.097,213.964,187.904,192.374,244.451,254.72,269.483,93.598,229.913,236.12,202.549,177.84,232.546,234.595
cyaY,90.834,105.979,222.436,160.316,60.363,95.057,82.318,93.966,115.575,96.738,109.215,116.088,117.895,171.145,105.021,101.249,71.711,101.289,91.602,68.108
yzcX,3.901,3.062,5.308,4.248,21.059,6.653,7.278,9.218,7.841,10.575,13.264,15.38,32.186,3.785,8.785,7.955,22.583,8.638,9.214,9.104
dapF,134.258,155.535,142.525,128.966,139.656,123.909,143.091,141.225,163.262,147.806,178.604,175.146,156.08,147.736,158.004,164.57,118.819,108.894,192.367,188.183
yigA,75.418,89.906,63.21,61.448,85.683,58.475,62.375,63.905,99.008,83.976,108.735,106.431,99.912,71.065,86.455,96.808,69.759,52.989,106.801,108.859
xerC,75.78,81.096,52.87,54.395,76.492,60.29,51.987,59.239,82.69,74.183,88.063,93.717,101.678,63.768,84.614,94.746,72.629,51.035,106.282,113.125
yigB,62.428,66.685,37.135,37.993,53.079,51.998,46.901,45.774,59.862,60.211,76.905,78.112,75.214,47.152,78.837,79.874,56.285,38.682,74.533,73.235
uvrD,57.569,59.508,68.108,56.173,71.103,52.294,54.637,52.878,76.682,77.973,84.468,88.808,87.234,66.543,103.531,99.077,75.506,48.585,79.72,82.756
corA,59.811,59.862,93.003,76.563,59.088,60.346,65.307,63.38,78.523,76.854,74.563,68.89,63.074,89.449,85.17,86.679,58.113,57.53,64.959,75.262
yigF,2.286,3.348,10.942,6.344,6.455,4.243,3.754,2.735,4.306,4.757,4.425,6.492,3.973,10.244,7.778,9.803,4.27,2.52,5.594,6.66
yigG,0.134,0.837,0.786,1.189,1.5,0.265,0.614,0.273,0.278,0.781,0.976,1.154,1.324,1.37,1.087,1.032,2.358,0.528,1.204,1.879
rarD,21.625,21.656,40.973,38.401,23.559,16.925,13.369,11.021,26.818,24.864,18.7,14.99,26.546,51.112,24.962,23.644,22.865,19.348,14.26,18.695
yigI,54.2,56.562,53.793,45.996,36.997,23.37,13.115,12.857,67.568,69.647,10.331,7.046,80.595,58.853,33.634,33.533,37.409,31.779,7.321,14.598
pldA,44.764,49.123,71.376,65.344,73.783,76.765,76.41,77.185,74.033,70.951,80.024,84.212,70.106,75.947,88.119,89.176,73.404,74.334,81.178,79.203
recQ,29.654,30.049,39.332,33.473,43.724,46.226,39.765,37.491,47.863,48.009,50.102,51.448,58.007,37.791,54.795,53.656,46.427,47.395,47.585,48.978
rhtC,86.396,90.09,32.825,23.961,101.408,56.905,52.77,58.387,67.156,63.159,125.365,121.872,107.46,32.825,101.235,100.716,97.714,55.09,78.453,94.982
rhtB,28.221,26.364,7.344,3.162,8.881,5.939,7.455,7.718,7.159,9.844,13.734,14.603,17.47,6.325,5.541,9.18,11.496,5.394,10.686,10.478
pldB,43.129,45.621,41.946,31.871,47.28,44.321,40.321,45.348,46.69,44.448,55.986,54.801,49.88,33.266,59.024,57.071,48.54,52.869,50.393,46.813
yigL,61.895,57.701,36.375,36.586,56.538,67.957,73.998,74.988,59.267,58.185,67.633,65.495,61.932,35.721,116.594,116.573,55.384,60.831,72.274,81.273
bioP,24.455,25.367,22.675,18.715,51.616,34.577,38.232,33.486,35.841,35.946,75.125,70.077,47.341,17.733,82.633,79.723,44.247,39.6,35.459,38.571
metR,84.6,44.407,4.298,5.7,2.864,5.984,5.889,8.136,9.93,8.449,9.408,9.794,11.769,5.524,6.48,7.349,3.054,6.273,5.882,4.297
metE,2360.215,1547.726,4.806,4.92,9.181,3.305,3.656,4.215,8.867,7.414,4.669,4.86,88.309,5.693,14.734,13.209,8.459,3.357,14.645,20.855
ysgA,217.534,269.358,5.081,6.541,43.899,10.958,15.299,21.834,22.181,21.746,23.943,23.372,40.658,4.631,39.048,41.114,36.899,11.822,26.514,31.417
udp,180.428,200.134,598.734,527.787,91.674,110.518,117.343,150.201,83.206,82.498,128.784,142.166,159.92,595.107,316.377,326.942,99.995,97.119,235.354,235.592
rmuC,16.076,14.834,33.324,31.647,18.162,8.561,7.795,8.646,11.452,10.873,13.647,14.125,12.986,34.555,21.287,16.565,17.344,8.194,15.188,14.125
ubiE,140.038,139.462,148.708,156.189,168.668,171.637,169.258,174.271,166.892,170.921,192.905,192.513,169.991,172.235,214.489,216.557,177.392,160.747,158.219,212.459
ubiJ,92.382,99.44,97.668,83.424,117.227,98.731,103.789,94.39,123.198,114.537,122.795,119.855,116.364,112.465,135.183,124.691,114.437,91.448,119.153,141.713
ubiB,49.136,55.169,64.925,63.993,94.23,71.17,62.957,64.905,64.491,65.275,77.997,72.529,56.828,70.769,96.62,92.726,93.177,68.988,86.25,91.23
tatA,392.487,430.852,559.614,395.369,518.919,669.185,621.783,673.957,485.038,512.34,711.485,625.855,400.754,447.732,1009.248,953.889,560.191,662.731,915.402,651.639
tatB,213.415,225.343,229.436,213.222,296.658,345.358,339.515,329.734,296.107,316.89,342.834,330.518,228.155,273.782,455.043,446.999,273.453,253.386,472.925,466.821
tatC,110.071,93.586,164.55,150.607,179.968,185.788,184.633,178.545,184.212,183.778,192.765,198.91,155.899,167.196,239.407,233.726,174.223,171.06,259.072,257.925
rfaH,34.896,32.719,63.117,52.516,53.849,50.519,40.528,38.246,46.214,55.759,41.171,45.408,51.336,58.461,31.668,39.932,56.012,47.128,39.72,38.987
ubiD,91.477,102.574,151.795,144.977,129.43,104.757,89.426,101.523,125.473,125.073,108.8,111.101,135.837,156.44,146.286,139.254,125.96,101.804,125.619,133.314
fre,186.871,207.32,194.172,189.758,197.886,161.631,169.793,170.868,207.097,198.827,200.821,206.46,296.008,214.521,268.843,245.303,179.035,162.837,203.323,218.838
fadA,41.14,42.492,2.948,4.996,2.71,1.063,2.123,1.79,4.41,2.928,1.768,2.739,2.872,4.827,3.915,3.293,2.816,1.669,1.993,2.683
fadB,42.481,37.002,3.124,3.575,2.099,0.842,0.439,0.571,1.353,1.63,0.396,0.602,0.835,4.154,1.557,1.78,1.475,0.765,0.591,1.218
pepQ,110.335,110.54,87.636,83.337,117.309,98.174,101.513,103.623,117.768,112.666,104.461,94.925,110.024,106.377,133.052,131.495,105.458,84.193,122.164,172.927
yigZ,64.242,67.848,52.582,52.319,79.938,58.692,57.725,54.848,73.878,67.69,61.077,62.961,72.971,63.097,91.653,79.324,62.304,51.633,79.614,111.355
trkH,39.297,42.099,50.047,39.967,56.459,35.158,33.173,35.017,38.144,43.537,44.823,47.013,55.168,50.881,50.275,54.582,53.497,33.373,56.443,64.059
hemG,57.109,62.112,48.555,43.345,47.09,40.757,39.536,41.6,48.077,47.758,54.31,56.975,63.536,54.043,65.361,68.646,45.451,32.556,59.141,64.71
rrsA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ileT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alaT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rrlA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rrfA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobB,15.043,15.202,9.815,11.587,9.551,11.529,10.295,9.275,12.279,15.062,13.759,12.908,14.335,12.9,13.216,19.98,7.772,5.498,9.656,14.911
mobA,16.205,24.624,25.395,20.701,12.782,18.264,18.183,22.085,24.562,20.715,21.912,23.488,24.044,16.148,24.238,28.003,16.229,18.552,19.229,18.797
yihD,61.967,83.473,179.571,143.694,73.237,114.135,115.302,150.111,85.364,83.654,174.749,182.189,129.886,121.623,197.554,218.299,113.315,150.609,165.356,114.953
srkA,74.814,88.43,143.238,119.634,158.565,136.687,139.579,120.104,100.137,113.241,172.877,181.23,120.844,157.74,233.149,229.441,187.465,114.867,182.494,141.045
dsbA,252.499,254.924,320.954,244.179,259.116,374.056,365.19,362.63,244.277,257.425,443.003,428.257,243.947,326.453,702.827,682.067,273.335,332.577,348.586,349.777
yihF,1.074,1.56,2.253,2.498,5.208,2.683,1.927,2.949,1.664,2.004,2.911,2.842,1.851,2.988,3.028,3.617,5.362,2.185,3.318,3.501
yihG,13.291,11.679,21.971,16.515,16.561,16.677,13.102,10.609,13.897,15.308,19.984,22.268,13.385,22.327,21.584,18.682,18.01,14.217,14.11,16.319
polA,53.156,59.563,53.19,54.256,65.318,60.126,65.286,68.189,70.223,68.755,75.351,72.573,61.467,62.651,97.454,92,62.277,53.203,78.074,104.127
spf,62.056,88.754,87.905,83.615,95.265,78.791,96.874,102.278,94.195,86.857,121.921,128.077,91.428,107.645,143.24,109.41,89.108,87.275,143.545,118.196
yihA,98.439,99.34,166.288,121.628,168.203,173.264,165.005,169.289,132.519,147.854,162.784,155.161,112.696,151.43,181.315,173.08,178.22,189.16,197.487,197.567
yihI,132.329,143.102,148.404,133.783,71.116,124.662,131.723,130.8,151.923,151.16,133.399,127.437,109.019,169.136,170.189,159.382,71.798,123.564,109.228,112.528
hemN,61.761,64.065,64.338,62.85,62.412,81.955,76.245,69.498,84.201,82.921,87.517,80.083,86.899,72.115,111.453,110.593,58.107,74.306,74.568,78.848
glnG,29.22,34.23,36.395,37.444,174.351,181.724,128.324,144.795,89.145,91.815,64.833,61.355,83.54,40.356,55.14,55.604,199.49,139.148,136.604,167.306
glnL,26.305,27.033,37.598,39.683,167.221,185.283,120.751,150.232,105.797,110.569,63.212,60.982,97.284,43.964,69.371,72.11,186.485,132.922,151.788,232.911
glnA,345.112,299.478,346.18,352.011,1313.976,1682.2,1303.939,1707.353,1337.135,1306.095,686.836,631.245,1171.657,423.972,910.077,911.184,1293.792,1236.371,1383.76,2191.113
bipA,554.801,491.714,580.293,698.076,852.958,1024.776,1058.797,965.302,853.136,830.65,913.068,817.862,994.454,696.56,971.628,933.207,783.515,961.085,628.86,777.992
yihL,7.351,5.532,13.671,13.421,16.841,5.222,5.743,4.543,6.997,6.582,3.417,5.295,6.476,16.992,12.279,10.921,11.304,6.282,14.608,14.185
yihM,10.134,9.32,15.637,16.862,8.255,3.373,4.958,3.664,7.877,9.292,2.477,5.014,3.601,20.931,10.134,9.051,7.549,2.777,14.767,18.638
yihN,1.902,2.603,9.824,11.017,1.962,0.918,1.027,0.905,1.254,1.197,0.666,0.738,0.747,11.192,4.128,3.623,2.685,0.988,9.12,10.896
ompL,0.444,0.23,0.133,1.017,0.43,0.146,0.15,0.301,0.229,0.39,0,0.079,0.182,0.574,1.471,1.135,0.35,0.451,0,0.376
yihO,0.931,2.082,1.017,1.219,1.203,0.54,0.482,0.853,1.376,0.655,0.6,1.194,0.764,1.062,1.679,1.12,1.072,0.827,0.653,0.718
yihP,1.183,1.572,0.465,0.218,0.968,0.583,0.525,0.489,0.515,1.171,0.572,1.289,0.41,0.682,0.851,1.513,1.104,0.451,0.623,1.056
yihQ,1.497,1.644,0.656,0.89,0.317,0.521,0.46,0.23,0.442,0.558,0.536,0.594,0.31,0.195,0.61,0.643,0.536,0.175,0.371,0.703
yihR,0.94,0.459,0.248,0.598,0.59,0.218,0.281,0.337,0.4,0.934,0.321,0.83,0.204,0.429,0.825,0.424,0.733,0.193,0.524,0.421
yihS,4.518,6.27,1.261,1.419,0.94,1.058,1.864,1.321,1.129,1.35,1.896,1.615,1.27,1.161,2.514,1.926,1.642,1.42,1.911,1.729
yihT,3.877,2.147,0.472,0.172,0.904,0.805,1.036,0.978,1.294,0.339,1.213,0.657,0.861,0.509,0.942,0.745,0.912,0.483,1.013,1.406
yihU,0.914,1.837,0.308,0.337,0.415,0.62,0.058,0.348,0.413,0.151,0.442,0.184,0.773,0.61,0.426,0.183,0.568,0.299,0.451,0.435
yihV,5.713,6.844,1.001,0.926,3.102,1.971,2.233,1.946,1.564,1.417,3.4,2.757,1.899,1.441,3.375,3.105,2.166,1.369,4.481,3.409
yihW,26.209,25.597,38.3,33.409,15.55,23.395,17.438,23.164,23.87,23.367,20.535,23.216,17.975,30.615,23.229,26.886,17.609,23.496,26.324,27.401
yihX,79.086,92.18,51.555,40.702,40.741,32.121,27.265,33.211,42.295,35.841,46.571,44.336,33.061,50.96,54.965,64.707,46.176,30.184,51.75,55.036
yihY,43.965,43.991,23.719,17.073,24.017,16.782,18.352,19.782,19.824,18.622,25.674,29.275,27.599,22.524,31.645,34.414,24.477,14.631,28.645,28.472
dtd,113.309,106.856,62.368,44.605,91.03,50.461,52.194,50.252,88.388,66.945,108.684,112.873,135.94,54.712,102.429,108.387,77.669,43.897,96.697,92.847
yiiD,69.8,72.082,35.131,31.992,57.538,29.597,28.215,31.02,49.075,41.039,55.923,53.713,66.992,34.124,54.458,57.948,50.624,26.436,66.215,67.204
yiiE,0,0,1.472,0,0.907,0,0.475,0.952,1.208,0.741,0.679,1.506,1.152,0.454,1.746,2.394,0.444,0.612,0.985,2.08
yiiF,12.869,9.223,9.255,9.887,4.31,4.152,1.663,5.947,5.075,4.199,6.34,7.278,11.52,7.492,7.857,7.181,3.992,4.283,5.42,2.377
fdhE,57.112,65.615,256.656,309.729,219.65,102.314,125.509,97.916,347.391,338.673,91.816,83.832,310.691,335.004,355.295,357.328,162.479,120.947,217.987,292.804
fdoI,15.107,14.501,415.099,504.803,406.688,150.166,182.342,132.49,754.623,736.72,64.947,53.536,525.32,523.204,633.764,596.38,302.492,218.112,361.51,539.671
fdoH,12.399,15.04,395.972,528.294,436.975,179.669,216.416,156.343,836.174,805.678,72.294,52.223,526.001,528.198,641.54,622.352,328.921,237.627,343.764,568.746
fdoG,54.745,62.685,505.795,653.615,498.067,310.952,304.858,243.939,793.928,740.12,133.11,111.131,582.541,648.59,657.27,648.57,408.056,373.514,301.923,539.478
fdhD,31.582,32.123,41.702,30.248,52.543,39.676,44.095,38.915,41.819,49.299,46.317,49.163,81.679,42.623,40.727,41.956,50.718,40.806,50.201,46.811
yiiG,1.116,1.913,2.181,1.001,3.623,1.1,0.936,1.036,2.155,2.203,2.864,2.55,3.405,3.013,2.595,2.978,3.587,2.03,1.022,4.252
frvR,1.011,1.352,1.304,0.734,1.307,0.708,0.625,0.7,1.664,1.098,1.488,0.848,1.262,1.251,1.348,1.63,1.208,0.792,1.666,1.395
frvX,2.081,2.531,3.226,1.81,3.201,2.311,1.943,2.846,4.052,2.298,3.264,2.258,2.768,2.785,2.767,3.977,3.151,2.294,1.763,3.949
frvB,0.688,0.97,0.746,0.642,0.975,0.4,0.322,0.843,0.51,0.391,0.717,0.833,1.043,0.788,0.636,0.474,0.903,0.4,0.669,0.695
frvA,0.057,0.476,0.206,0.732,0.389,0.113,0,0.524,0.355,0.545,0.222,0,0.423,0.111,0,0.293,0.326,0.2,0.121,0
rhaM,0.895,1.266,0.731,0.48,0.315,0,1.321,0.331,2.352,2.49,1.968,1.221,0.4,0.316,0.708,0.728,0.694,0.425,0.685,1.033
rhaD,1.211,0.612,0.614,0.183,0.482,0.245,0.441,1.01,0.706,0.885,1.112,0.866,0.535,0.362,0.734,1.946,1.089,0.325,0.392,1.183
rhaA,0.61,1.012,0.695,0.679,0.71,0.421,0.495,0.331,1.365,0.558,0.669,0.611,0.576,0.789,1.214,1.196,0.578,0.248,0.514,0.8
rhaB,0.244,0.398,0.407,0.137,0.203,0.086,0.106,0.213,0.234,0.442,0.843,0.523,0.193,0.338,0.26,0.446,0.264,0.182,0.294,0.332
rhaS,3.551,4.128,1.926,0.842,1.899,0.966,1.274,1.089,1.644,1.681,1.303,2.068,1.658,1.307,2.474,2.779,1.741,1.121,1.773,2.177
rhaR,3.078,3.569,1.628,2.017,0.936,1.369,1.317,1.258,1.06,1.402,1.811,1.716,1.412,1.464,2.74,1.968,1.716,1.526,1.239,2.529
rhaT,4.456,5.187,2.759,3.406,2.976,0.683,1.206,1.208,2.812,2.039,2.683,2.283,4.144,2.882,3.756,3.672,2.581,1.51,1.46,2.2
sodA,1709.685,1718.939,843.278,834.037,887.586,132.683,109.309,119.542,2037.868,2146.288,196.432,185.685,1734.689,993.145,2208.999,2143.789,681.377,141.249,987.227,1377.628
kdgT,6.51,5.726,5.711,5.015,11.108,3.388,3.489,4.288,10.864,11.875,4.031,4.524,9.038,8.236,7.901,7.458,10.364,3.903,8.005,6.877
yiiM,37.047,45.517,20.064,20.514,35.257,31.584,30.054,35.27,32.538,22.281,36.291,37.7,30.93,19.298,41.163,43.781,27.124,29.708,39.246,39.522
cpxA,92.902,99.289,69.652,66.992,94.576,80.245,83.362,84.588,82.833,75.046,83.331,87.503,85.499,75.698,109.551,110.021,101.74,81.522,98.56,115.218
cpxR,153.437,162.621,97.634,88.245,124.423,120.443,125.166,128.188,128.751,122.285,121.521,113.266,117.08,113.66,152.799,175.299,124.049,110.153,135.847,164.484
fieF,63.671,62.574,46.678,36.078,55.543,50.575,47.465,56.249,46.125,43.315,62.437,57.762,57.137,40.688,70.008,80.257,52.409,55.815,50.667,60.924
pfkA,364.185,394.882,203.254,195.976,270.655,499.101,543.925,654.029,298.913,286.563,602.771,630.323,260.483,228.039,664.998,685.268,307.368,322.65,910.982,928.85
sbp,23.448,20.188,5.77,4.018,23.286,50.008,77.971,54.937,51.267,51.695,67.218,58.737,16.437,4.62,75.764,68.968,26.735,60,49.92,49.754
cdh,6.236,5.555,26.994,20.315,10.975,13.298,13.21,13.713,19.881,20.395,14.43,15.049,14.934,27.884,17.702,15.861,10.599,13.588,13.203,13.599
tpiA,809.487,865.155,434.326,371.882,473.548,1285.397,1252.513,1475.825,448.681,456.392,1350.477,1410.764,755.985,486.168,1364.738,1352.072,564.237,921.789,1301.475,1107.079
yiiQ,14.604,13.998,31.862,37.262,15.485,23.07,15.605,18.494,22.757,21.64,33.223,29.496,34.586,31.819,28.359,28.831,20.721,23.447,19.423,22.665
yiiR,17.314,19.044,27.368,25.919,15.998,23.255,16.395,22.445,21.362,19.873,23.276,31.905,22.169,23.224,25.867,23.328,15.307,21.571,23.612,25.378
yiiS,72.937,81.15,25.95,28.282,26.912,42.267,62.766,84.307,32.548,27.32,66.612,67.97,62.338,23.864,59.585,60.939,26.629,49.872,61.596,57.802
uspD,130.557,168.386,31.677,23.299,39.203,56.524,76.751,90.286,44.473,48.74,83.108,97.753,91.377,32.218,91.134,88.895,35.602,45.599,86.966,84.861
fpr,57.315,57.247,49.396,49.882,49.85,57.315,70.26,74.935,66.491,71.01,65.984,61.694,120.026,47.987,79.765,88.64,56.43,63.106,94.58,92.68
glpX,150.056,129.996,35.495,31.278,35.457,65.884,84.275,75.206,37.874,35.397,54.247,55.479,31.662,40.423,88.247,83.706,42.511,63.37,86.906,76.137
glpK,1752.959,1647.879,25.536,24.893,17.763,10.428,9.117,10.167,9.697,10.253,8.938,9.452,11.913,31.234,16.006,14.265,15.737,9.471,16.697,17.787
glpF,1243.745,1114.31,14.784,16.308,18.059,5.643,4.335,4.957,4.786,3.325,4.396,3.411,4.622,19.57,5.951,5.306,14.753,3.959,9.821,9.576
zapB,704.286,764.051,1451.634,1097.135,760.807,942.604,1050.256,1161.128,1074.183,1072.75,1024.601,1226.592,1210.714,1214.841,1438.781,1473.803,832.492,977.657,1642.495,893.223
rraA,286.795,342.665,202.936,143.083,246.272,227.126,264.04,256.295,241.588,252.074,286.096,306.645,241.005,188.384,408.325,417.56,231.077,187.377,675.911,419.458
menA,39.967,31.968,40.699,41.119,21.09,25.859,24.83,25.064,28.403,27.341,27.762,29.675,31.775,45.561,32.723,29.193,20.903,25.752,26.394,27.34
hslU,91.369,88.173,247.292,283.352,83.459,123.225,111.53,116.784,135.369,133.035,151.963,164.783,189.719,293.396,179.555,174.662,88.122,93.934,101.364,129.231
hslV,54.428,47.349,166.479,219.479,60.35,63.172,62.204,63.279,87.26,79.672,101.743,94.191,132.147,185.527,94.39,101.312,74.583,61.988,61.015,76.831
ftsN,100.192,102.351,146.283,131.05,62.803,64.253,64.153,64.712,99.977,94.138,109.686,103.369,105.846,145.164,102.063,96.344,67.762,71.133,98.183,103.43
cytR,70.173,58.103,117.634,114.375,27.336,18.538,22.535,19.929,34.096,33.588,34.411,33.052,30.738,121.773,52.671,54.861,25.347,21.373,51.692,53.272
priA,20.25,19.41,20.76,17.678,35.969,26.259,23.394,23.619,24.741,27.603,29.473,32.742,28.454,20.574,24.082,23.451,36.682,25.042,29.221,29.885
rpmE,477.31,392.3,6573.999,5584.046,3924.08,4684.005,4293.143,4960.532,3328.738,2946.507,3875.486,4466.892,4372.839,5363.401,2790.826,2913.294,5264.03,5625.076,4290.655,3319.358
yiiX,34.751,26.359,24.054,23.564,26.351,28.619,24.855,20.445,30.155,25.229,34.035,31.768,37.907,27.92,29.091,27.007,29.266,23.981,22.68,25.642
metJ,280.872,211.618,226.563,189.222,97.649,209.541,206.264,211.165,169.589,161.447,197.101,210.342,226.908,209.344,165.33,156.397,111.025,211.371,168.476,147.732
